,评论,日期,评分,城市,昵称
8654,良心嘉做  ,2018-08-04,5.0,苏州,okZ230288234
8669,好看，我喜欢😍兰姐,2018-08-04,5.0,晋江市,Acg479124362
8684,还可以，带孩子看，起到了教育的作用,2018-08-04,4.5,昆山,灰色世界387
8699,那个村！！！,2018-08-04,5.0,中山,Nlq349326808
8714,还可以 但是抄袭的稍微有点多啊 具体抄袭了哪些 就不一一点出来 不然太不给编剧面子,2018-08-04,4.0,呼和浩特,dpn262285614
8729,不错！！！,2018-08-04,4.5,昆明,FjE349815438
8744,90后老阿姨路过，扬我国（漫）威，几年前追过“伸出你的左手”，又想重头刷一遍了，外加霍尊参与风雨咒此曲，总之很满意呢😄,2018-08-04,5.0,东台,GTf18352813855
8759,画江湖一直都在看，这次的大电影也挺不错的，既有搞笑，也有感动，有一个情节我朋友都看哭了，挺不错的，值得一看。,2018-08-04,5.0,杞县,lUs438276811
8774,很棒的国产动画啊，不止是画风不错，故事也好，有笑有泪正能量。台词有趣全场爆笑了好几次,2018-08-04,4.5,北京,爱吃牛排的招财猫
8804,非常好，父母的爱总是那么无私，要珍惜现在所有的,2018-08-04,5.0,北京,灬灬小贱贱
8819,国产动画越来越好!!!,2018-08-04,4.5,泰州,想长胖的瘦子854
8849,虽然是动画片，但是不建议带着孩子看,2018-08-04,5.0,济南,ahX942307092
8864,我这个80后带着三个00后看的热火朝天，真的超多笑点！祭祀的那段笑死我了。那个村的事情真的太好玩！,2018-08-04,5.0,长葛,UzU388173978
8879,泪点和笑点并存 好电影,2018-08-04,5.0,昆明,ft663
8894,还行吧～呼呼,2018-08-04,4.0,绍兴,guoyi123456
8909,嗯！不仅是国漫的崛起！而是国漫的良心之作，一个有血有肉，有情有意的国漫，怎么不叫人感动呢！8年的守护，不仅仅守护的是国漫的成长，而是从幼稚脱变成熟的的过程，从头到尾不仅有笑，尤其是死瞎的对他父母的情感，对零的情感处处催人泪下！观众看着虐心！画面上打斗感觉像游戏，生物膜，有待改进！嗯!加油！国漫加油!,2018-08-04,5.0,哈尔滨,遇见美好的意外
8924,好看，，又感动又搞笑,2018-08-04,5.0,深圳,UnaYL
8939,好看好看，期待了很久。一直都喜欢画江湖系列，好评好评😌,2018-08-04,5.0,邳州,qzt329958154
8954,特别好看！！！,2018-08-04,4.5,开封,时光无声3175
8984,我的假叶啊，心疼,2018-08-04,4.0,乌鲁木齐,XeB970907239
9014,特效好 国漫可以做到这样了 棒 感觉剧情有点短  有感触的泪点,2018-08-04,4.5,长沙,Salon
9029,在看不清楚的道路上，蹒跚摸索着变坚强。,2018-08-04,5.0,任丘,迷宫海角
9044,非常好看，剧情好，画风秉承画江湖系列的风格，配音员很多也是画江湖里面的人物配音，良心国漫，希望下次出不良人，杯莫停，换生门生的大电影。,2018-08-04,5.0,惠阳,pengyihuihui
9059,呵呵，写的就是侠岚外传。不跟动漫有联系，很好看，小孩特爱看,2018-08-04,5.0,襄阳,Igt13545303143
9074,别出现大胖子大瘦子娘娘腔死人妖就更好了，他们出现总会出戏,2018-08-04,3.5,许昌,还我五分钱
9089,我感觉我是看到过的国内3d的前端了，有些剧情免不了俗套但是，我看得很爽啊！！！总之就是，炒鸡棒的！！！,2018-08-04,5.0,仁寿,北方芦屋
9104,很不错，看到侠岚的，再接着看这个就能看明白了，搞笑，热血，情义,2018-08-04,5.0,北京,McR379660791
9119,喜欢这样等风格，喜欢这样的情感交流，,2018-08-04,5.0,黔西南,ljM310656505
9134,毫无尿点，全程坐着尿都没拉过。,2018-08-04,5.0,广州,顶焦度282
9149,值得看的一个电影,2018-08-04,4.5,深圳,nzl406834614
9194,很不错，就是很多侠岚里面有的。,2018-08-04,4.0,深圳,hhl611911
9209,挺不错的...有喜剧部分...也有感人部分...,2018-08-04,4.5,延安,Qian影_
9284,还行吧，剧情有些老套了呀。有些地方总感觉略显生硬，整体动画效果是非常棒的，推荐,2018-08-04,4.5,宜宾,果冻4123
9299,画质还是很不错的，题材选的也还可以，不算很老套，中心思想也比较用心，用的来说算是动漫电影里做的比较成功的一部了！,2018-08-04,3.5,海伦市,樱桃777
9314,剧情还可以，希望可以制作出更好的作品,2018-08-04,5.0,东莞,WBU773569549
9344,真的堪称完美，我不知道用什么语言来形容我现在的心情，友谊，热血，亲情。我仿佛看到了国漫的未来，一片光明！,2018-08-04,5.0,哈尔滨,XME432600449
9359,又勾起我看侠岚的兴趣！！,2018-08-04,5.0,寿光,CrA463596728
9389,挺好看的，应该支持,2018-08-04,5.0,海口,WaO957887544
9419,還可以，不錯吧,2018-08-04,5.0,郑州,qcS311228130
9434,特别好看  很感人  让人体会到感情的魅力,2018-08-04,5.0,天津,GnC730831839
9449,小妖孽很好看,2018-08-04,5.0,北京,腾、lonely
9464,好好看，喜欢。,2018-08-04,5.0,广州,不是兰伯特的小鱼
9479,动画片追剧了很久了 没想到拍成电影了给个满分,2018-08-04,5.0,苏州,pob881914195
9494,还不错，我觉得,2018-08-04,5.0,合肥,交通小民
9524,太好看很感动,2018-08-04,5.0,大庆,NFZ628522376
9554,好看，好看，搞笑，,2018-08-04,5.0,昆山,莳茪Y
9569,"我的天啊这一年来绝对是最好看最好看的电影(｡･ω･｡)ﾉ♡
从来没看过比这再好看的国产动画
路知行大大配的男主超超超超好！
那句  孩儿们  天天天天哪！！！
还有边江大大配的假叶好中二(✪▽✪)
啊啊啊啊啊不行了意犹未尽啊啊啊啊
想二刷啊啊啊啊啊
啊啊啊啊啊十分十分绝对十分
不怕你骄傲",2018-08-04,5.0,邹城,plh514291461
9599,好看的，有几段超燃，也有感动，也有搞笑，国漫很棒的👏👏👏,2018-08-04,4.5,滨海,等我飞过去
9614,不想多说了，从来没有这么喜欢一部中国的动画片，这部影片并不只是单单的有趣，其中夹杂的亲情爱情都是人世间必不可少的。让人回味无穷∞，希望可以出下一部！期待！,2018-08-04,5.0,大连,AB02
9629,不错，我居然有共鸣！,2018-08-04,4.5,深圳,飞鱼制作551
9644,有泪有笑，老少皆宜，值得推荐！,2018-08-04,5.0,济南,李峰4884
9659,有趣尤其是祭祀的哪一段,2018-08-04,5.0,长春,姚德明943
9674,非常棒！还要再看看！,2018-08-04,5.0,太原,一米阳光7049
9689,好看，国产片加油吧,2018-08-04,5.0,合肥,毛哥MVP
9719,非常非常不错，超过了我的预期,2018-08-04,5.0,常州,阿宝分数线
9734,一部好看的电影,2018-08-04,4.5,北京,郝海峰400
9749,okk，力荐,2018-08-04,5.0,天津,aZN424530607
9764,好看好看好看,2018-08-04,5.0,抚顺,提莫的小蘑菇
9779,"非常好看 ， 超级喜欢侠岚
",2018-08-04,5.0,中山,灰尘Z
9794,一部充满爱的电影，喜欢,2018-08-04,4.5,东莞,小辉5870
9809,什么鬼垃圾，剧情无比老套，强加情感戏，情节走势断层，垃圾垃圾。。。。,2018-08-04,0.5,武汉,JNZ338107391
9824,真的很好啊，侠岚是我的童年，若森数字的制作很值,2018-08-04,4.5,泉州,Irf457189282
9839,"侠岚是陪伴了我整个初中的国漫！《风语咒》这片子勾起了那时中二的回忆。大圣归来，大鱼海棠，大护法。国漫不是崛起而是王者归来
给路老师，边大和山大王打call",2018-08-04,5.0,栾城,gYz263703358
9854,没有预期的精彩😤 😤 😤 ,2018-08-04,0.5,遂宁,李春592
9884,看两遍了，超级好看，感觉到了经费在燃烧～值得追一追～,2018-08-04,5.0,大连,布丁好好吃
9899,不错，小朋友很喜欢。,2018-08-04,5.0,芜湖,GVO913373517
9914,还可以吧动画片,2018-08-04,4.0,武汉,老鼠爱上猫
9929,"我是看了胡可带着安吉和鱼儿去看，才想看的电影
画风是典型的我印象中的国漫风，但是剧情连贯性还不错，中间也没有看到想睡觉的感觉，连我妈都说挺不错的，虽然是卡通片[捂脸]（我弟说了好多遍这是动漫，不是卡通片）
唯一的bug就是，我不太喜欢用黑幕来转换场景，可能定在某个景的转换，我更愿意接受，总体我觉得还好。",2018-08-04,4.0,东莞,nEP937821229
9944,希望国产动漫电影更上一层楼,2018-08-04,5.0,台州,葛俊杰226
9959,真的好看到爆炸！全程鸡皮疙瘩了解一下！如果不是旁边的小哥哥一直在说骚话，我真的眼泪在眼眶打转，硬生生的被憋回去了，真的好看👍。,2018-08-04,5.0,上海,ogr708633703
9974,不错，有笑点有泪点，国漫现在真的挺棒,2018-08-04,5.0,岳阳,twb8656
9989,很好看，推荐！笑点也有，也很感人,2018-08-04,5.0,杭州,tYl370306724
10004,剧情衔接不够，梗不错，望努力！,2018-08-04,4.0,杭州,奈何桥173
10019,好棒，有欢声笑语、有感动流泪,2018-08-04,5.0,深圳,ENa664956726
10034,追画江湖已经四年了，从初二开始，到现在也该上高三了，画江湖多数动漫的结局都比较狗血，所以我不太看好这个电影，但作为画江湖的忠粉，我买了张点映的票。但看完电影让我对画江湖刮目相看，点映评分九点多不是吹的，电影很感人，剧情丰富，全程几乎无尿点，需要备好纸巾。剧情绝对对得起所有画江湖粉丝，之后上映还会再去刷。,2018-08-04,4.5,洛阳,拖高小青龙
10049,电影情节还可以，就是画面感不太满意！,2018-08-04,5.0,阎良,银子4372
10064,侮辱智商，千年的老梗还在用，我有句话要对你说，说什么了，你倒是说啊,2018-08-04,2.0,西安,幼儿园老大453
10079,好看的！值回票价,2018-08-04,5.0,成都,这个昵称吊不吊
10094,超级好看，良心动漫，支持！,2018-08-04,5.0,沈阳,夏沫inner
10109,这世间最好的，便是守护,2018-08-04,5.0,贵阳,Vsb814973118
10124,好看，有笑点，有泪点，无尿点。,2018-08-04,5.0,重庆,rVT181964842
10169,完美！亲眼目睹了国漫的崛起，支持若森,2018-08-04,5.0,天津,王士瑄504
10214,中间有一些狗血清洁，但是整体还是很好看的，画质也很好，希望国产动漫能有更好的发展,2018-08-04,4.0,泰安,Treacherous2014
10229,武侠迷不容错过～,2018-08-04,5.0,柳州,熊柳文
10244,前期搞笑，后面煽情。一部动画电影干嘛那么煽情，让我流眼泪。,2018-08-04,5.0,繁昌,zme833455125
10259,泪点，燃点，笑点都不少，推荐推荐,2018-08-04,5.0,上海,aCV109239304
10274,这部影片值得高分，推荐！,2018-08-04,5.0,襄阳,缘3515
10289,值得一看，国漫良心,2018-08-04,3.5,咸阳,dFM609312825
10304,三迪的电影，没有多少三迪的感觉，但是还是值得一看的,2018-08-04,4.0,孝感,梁威力的mt
10319,国漫现在越来越好了，有些地方还挺搞笑的。还不错,2018-08-04,4.5,朝阳,方方方圆
10334,非常棒，值得观看,2018-08-04,5.0,佛山,WCC210340201
10349,这算是我看过最好看的一部国产动画，边江大大的配音让人鸡皮疙瘩都出来了,2018-08-04,5.0,启东,syh0210
10364,凡人亦英雄，守护即幸福,2018-08-04,5.0,任丘,亚微原丽美合伙人
10379,看得出国漫的进步！赞,2018-08-04,5.0,沈阳,爱吃的missy
10394,影片是一部关于一个担当、责任与爱的故事，虽然是动漫，故事虚构，但故事也挺感人的！对于国内动漫来说，效果相当不错了！每部电影都有自身的不足，我们做为观众，抱着一种欣赏与尊重来看待中国电影，少一些批评，我觉得会更好，我相信中国的电影，会越来越好！！！,2018-08-04,4.5,乐山,岁月静好2194
10409,很感动 ，很喜欢,2018-08-04,5.0,从化,nTW898390080
10424,真的是太感动了，我好喜欢啊！我都哭了😭。,2018-08-04,4.5,哈尔滨,冯梅305
10454,我心中的古典武侠奇幻,2018-08-04,5.0,薛城,莫拉瑞
10469,电影有点伤感   剧情很感动,2018-08-04,5.0,珠海,阳滴滴958
10484,还可以，挺好看的,2018-08-04,4.0,东莞,xwJ561496824
10499,超级好看,2018-08-04,5.0,烟台,PINK_C.c
10514,我希望最后小妖孽能活过来他们两个能在一起就好了看着都要哭了,2018-08-04,4.5,宜昌,陷阱467
10529,好看，真的好看,2018-08-04,5.0,眉山,VYX458335150
10544,剧情一般，特效尚可,2018-08-04,3.5,万州,RQp313980266
10559,很棒，搞笑和情感元素相结合，有笑点也有泪点，值得一看,2018-08-04,5.0,南宁,考拉
10574,不错哦，挺震撼的,2018-08-04,4.5,南安,云2174
10589,国产动画电影终于崛起了！希望拍出更多更好的作品！,2018-08-04,4.5,白山,江山待有新人出
10604,有搞笑，有感动，希望男主女主的故事还没有结束。,2018-08-04,5.0,咸阳,陈治明396
10619,结局稍微有点尴尬，其他都不错,2018-08-04,5.0,广州,不败的輸家
10634,电影还是不错的，值得一看！,2018-08-04,4.5,潢川县,极简色调！
10664,很好看，喜欢里面的每一个人物,2018-08-04,5.0,达州,nOl263991056
10679,人物动作表情做的特别出彩，比平时动画感觉高了一个档，配音水准都很高，剧情和bgm有点像芒果台古装奇幻连续剧，有时会有一点尬但是不影响大体。总体还算欧凯，男主的颜甚得我心，非常可爱，啊还有分镜做的特别漂亮！,2018-08-04,4.0,南京,疯狂的鼠标100
10694,"只能勉强算及格，只能体现国产动画的技术水平有了一定提高。
电影脱胎于动画片侠岚，人物都太脸谱化了:为了孩子甘愿变怪兽的母亲，屌丝逆袭的小瞎子，英勇为民的侠岚们，还有本质不坏的小妖孽。这些是十年前的影视人设吧。
至于画面、音乐什么的，都非常平庸。因为有大鱼海棠，对国产动画电影有了更高的期待，现在看来为时尚早。",2018-08-04,3.0,北京,kDR442565934
10709,超级烂，超级垃圾,2018-08-04,1.0,成都,SWC23106292
10724,国产动漫每年都在进步,2018-08-04,5.0,泰州,WAp540740760
10739,剧情跌宕起伏，有泪点有笑点，国漫新高度，小孩，大人都可以看，侄儿笑个不停。,2018-08-04,5.0,西安,nHs932334060
10754,太好看了！,2018-08-04,5.0,瓦房店,洛云小少爷
10784,很不错，值得推荐！,2018-08-04,5.0,深圳,Joanna8357
10799,国产动漫巅峰,2018-08-04,5.0,重庆,小树9583
10829,动画效果不错，剧本有点弱，再接再厉,2018-08-04,3.5,深圳,cBu730562319
10844,很感人的一部影片，超级好看,2018-08-04,5.0,射阳,Pcd259741319
10859,很不错的一部国漫。期待这样的好电影越来越多,2018-08-04,5.0,丽水,REA481411212
10874,剧情太不给力,2018-08-04,2.5,廊坊,zyhsb
10889,挺搞笑的，不错的一部电影,2018-08-04,4.0,西安,xIt532470993
10919,非常值得一看,2018-08-04,5.0,大庆,wuE318671243
10934,巨好看，国漫万岁,2018-08-04,5.0,阎良,L小志。
10964,还行吧 和朋友去看的,2018-08-04,5.0,三河,qPz941684190
10994,我一个大男人看哭了?实在是太感人,2018-08-04,5.0,东莞,zIY593707487
11009,"风语咒，  浓浓的仙侠风。
画风细腻唯美，对白幽默风趣，
电影插曲配乐也很好听。
故事情节也很精彩。
为国漫的崛起加油喝彩！",2018-08-04,4.5,南阳,漫步清风0377
11024,剧情太拖沓。。,2018-08-04,3.0,西安,FwT369667809
11054,"一部能记住几百个人的名字的电影…
剧情思路很清晰，结构紧凑，笑点泪点都有，最后还被一行字戳了一下，很是可以了。",2018-08-04,5.0,无锡,西木muu
11069,很好看，画面很棒,2018-08-04,4.5,无锡,NpX654757628
11084,非常不错的一部影片，很感人,2018-08-04,5.0,调兵山,Vjk598334691
11114,饕餮：作为本片最大的实力反派并享名上古四大凶兽之一的我，出场时间五分钟，特写镜头还没三个，被十五六岁刚学会风遁的主角吊起来打，直接杀了我吧，别封印我这么麻烦了，俺不想陪你们演续集了。,2018-08-04,3.5,广州,Water9506
11129,挺好的，继续完善,2018-08-04,3.5,哈尔滨,四月天8100
11159,国产的，有进步。加油,2018-08-04,4.5,大庆,张静7667
11174,看侠岚七年，看电影时候特激动，辗迟他们出场一瞬间就想喊的冲动，特效真的很棒，内容也很好，要不是没钱没时间都想二刷，点大赞！,2018-08-04,5.0,乌鲁木齐,独上西楼4373
11189,也太好看了吧,2018-08-04,5.0,张家港,bbbccc208
11219,剧情勉强及格，不过几个催泪点还有视觉效果确实很炸天。,2018-08-04,4.5,日照,hab74956787
11234,超好看，国漫崛起,2018-08-04,5.0,新昌,sei495510813
11249,感动到爆♥大人孩子都爱看,2018-08-04,5.0,亳州,PAm990337832
11264,剧情不是特别好,2018-08-04,3.0,武汉,nBr480441755
11279,好看好看好看,2018-08-04,5.0,呼和浩特,JF661
11294,太棒了，故事情节有深度，很有意义的一部电影，很励志!建议家长们带上小孩一起看,2018-08-04,5.0,深圳,cyR280717438
11309,良心国漫，差点看哭了,2018-08-04,5.0,大连,rUp945900780
11324,为国产致敬！看电影以来第一次评论，从小看着国产电影一点点壮大，我爱中国,2018-08-04,5.0,淮北,UrW866961364
11354,非常好的动画电影 很感人,2018-08-04,5.0,北京,tmn836481501
11369,为什么不让他有一个完美的结局😭😭😭,2018-08-04,4.5,淮北,繁华、如画580
11384,看的很感人。好评(o^^o)，超级好。,2018-08-04,5.0,沈阳,sunny1990cai
11399,特别好看， 没看的可以去看看,2018-08-04,4.5,花都,懵懂青年573
11414,可以，值得去看,2018-08-04,5.0,襄阳,伯辕
11444,第一次看动漫，真心觉得它超级棒。,2018-08-04,4.5,蚌埠,PgD801105703
11459,无语，真动画片，糟糕的台词，狗血的剧情，困得不行,2018-08-04,4.0,无锡,DJd602396834
11474,作为国产片  特效和音效是算很好了 但是剧情没有新意了  看开头就知道结尾了 总体还是挺好的,2018-08-04,4.5,孝感,okS234321792
11489,剧情还可以，说教类的台词太多了,2018-08-04,4.0,上海,小明6226
11504,非常完美！！！！！！,2018-08-04,5.0,乐陵,wWh794668004
11519,近年来最不错的动漫了！！！,2018-08-04,5.0,西双版纳,三桔三三
11534,太感人了，看了两遍,2018-08-04,1.5,龙岩,mEz452485871
11549,对比去年的大圣归来 这次就没准备把故事作为卖点 只是搭起来一个电影的框架 剩下的秀就完事了 还好真的秀起来了,2018-08-04,3.5,深圳,qjS645508936
11594,画风是真心不错，全片基本都没有崩坏的地方，人物还是一样的好看。剧情方面也算是一个有伏笔完整性强的故事了，有泪点和感动点，整个片子的关键词是“守护”，片尾的彩蛋也算给各位观众圆了个缺憾吧。推荐指数五颗星～评分完全可以的。,2018-08-04,5.0,长治,白龙4811
11609,剧情完整度，台词精彩度，画面精良度，国漫新的高峰，最主要，故事很动人,2018-08-04,5.0,海口,般若龙象
11624,画风很好 情节曲折 故事新颖 **够高 爸爸伟大,2018-08-04,4.5,苏州,mtgyb
11639,好看啊，直接看哭三次，结局也很好。,2018-08-04,5.0,邵阳,松冈栗
11654,感动，动人，绝对好,2018-08-04,5.0,沈阳,BPt784589437
11669,这是我认为看过最好看的国产动漫，真实而感动，值得一看,2018-08-04,5.0,呼和浩特,qsp366899704
11684,很好看，不错的,2018-08-04,5.0,郑州,kaf311
11699,还阔以！！！！！,2018-08-04,4.0,广州,DwC797639344
11714,支持国产动画好看,2018-08-04,5.0,乌鲁木齐,pJw107842753
11744,挺好的，剧情感人，画风也不错，国漫崛起，只要继续用心，我们继续支持！,2018-08-04,5.0,漳浦,DKH774152496
11759,挺好的，故事衔接不是太好,2018-08-04,5.0,北京,udZ715816129
11774,还可以吧，国漫毕竟在慢慢成长，人物塑造也还可以。语言的话一直是这种略微带着尴尬的笑点，基本主人公也是平凡觉得自己不平凡，然后在经历之后成长再如何如何的，对我来说片中亮点就是亲情那一部分，前面的伏笔埋的有些太浅，最后结尾感觉有些仓促，打斗这种的做的还不是很够。总体来说也是可以的……总之，国漫继续加油(ง •̀_•́)ง啦~~,2018-08-04,4.0,南京,Gyk307293388
11789,不错哦！国产动画还可以,2018-08-04,4.5,盘锦,CRA168571157
11804,很好看，感受到中国AR的技术,2018-08-04,5.0,平罗县,开心果42434
11819,英雄莫问出处，爱便是正义！侠岚，不止来自玖宫岭。（结尾的彩蛋为嘛不是凭借自己的能力复活她！！！！！！！！！）,2018-08-04,4.5,长清区,唐越527
11834,全程完美。爱情，亲情，剧情，无一挑剔。最后彩蛋，一路小瞎子，瞬间感触良多，不到泪点，却让人无语凝噎,2018-08-04,5.0,黔西南,_qq2cd1401355723
11849,感觉还不错，比较搞笑，但是彩蛋有点雷,2018-08-04,3.5,莱芜,jvd306126825
11879,制作有了，故事欠点！,2018-08-04,3.5,河源,lAf529582644
11894,故事还行，3D效果不太好，给8分,2018-08-04,4.0,深圳,MmG228160497
11924,真的是国产动画片巨制！看了近的特写鹰和真的一样！就是拍片少看的人少！赞一个 真的好看。,2018-08-04,5.0,丰县,￡飞＃翔§
11939,非常好很棒！！！！！,2018-08-04,5.0,周口,雨染忆迷离丶
11954,第一部真正戳中泪点的国产动画，虽然它不是一部有多么奇幻剧情的动画，但是它所宣扬所坚持的精神和信仰会真正的叩问人的内心，久久不能平复,2018-08-04,5.0,晋中,sbw772405147
11969,吹爆！！！！！,2018-08-04,5.0,广州,玖4309
11984,又一部大鱼海棠,2018-08-04,2.5,唐山,鲸逝
11999,看到最后差点哭了,2018-08-04,5.0,吉安,笑看风云淡642
12029,很好看了，特效很不错了,2018-08-04,4.5,博白县,vnS297358168
12044,酒魔溃疡集装箱,2018-08-04,4.5,花都,NOR423860908
12059,整体比较幼稚，适合青少年和孩子，充满正义感，很喜欢结尾那一句“只要心怀正义 我们每个人都是侠岚”。其中有很多情节是比较感人的，亲情和爱情还有童年的回忆，都挺好的。就是个别台词有些故意搞笑了，不怎么自然。总体还可以，可以和孩子一起去看。,2018-08-04,4.5,兰州,芷若芷若.
12074,很好看电影不错,2018-08-04,5.0,丹阳,RNc567134683
12089,电影内容总体来说很不错，很人性化，就是服务态度不好！,2018-08-04,3.0,珠海,MWh307199634
12149,特别好看，画质情节都到位。国产动画片有希望了,2018-08-04,5.0,大连,麦扣mzmz
12164,好看  推荐爸爸带小孩去看,2018-08-04,5.0,长沙,Enb999149972
12179,动画制作有很大改观，故事一般般,2018-08-04,3.5,杭州,xczxxzx
12194,不值得特地去电影院观看,2018-08-04,2.5,永州,ningci943
12254,一部以歌颂父母对子女无私的爱为主题的电影，我以前没看过画江湖，看完这部电影就决定要去补这个系列的动画。这部电影在动画电影中算很不错啦，画质清晰，画面细腻，剧情也蛮连贯的。梅姐为了让郎明复明，不惜变成罗刹成为饕餮的口粮，变成罗刹之后，只为看一眼儿子眼睛看到了没，被儿子烙了个v字在额头上（是个笑点也是个泪点），最后郎明收复了饕餮，所有人都复原了，梅姐的v字也…ps边江大大的声音真的是识别度高,2018-08-04,5.0,佛山,rxm171831024
12269,"哪怕手上没有侠岚印，依旧可以伸张正义。当自己被他人否定的时候，唯有相信自己。
这世上总有真心爱护你的人，父母为了孩子，可以奉献一切，哪怕是豁出性命。",2018-08-04,5.0,鄂州,YANGYANG633
12284,很好，确实比我想像中的好，非常推荐你们去看！,2018-08-04,5.0,公主岭,k先生187
12299,很好的电影。,2018-08-04,5.0,汕头,TZp687270526
12314,开头和结尾很棒呀～特效和音乐都不错～但是中间冗长有点点无聊。总体算是佳作，中国动画水平看到了进步～～～不过中间有部分情节和之前的一些电影颇有雷同之嫌，让人惋惜。,2018-08-04,4.0,上海,ZUi18817837850
12344,剧情可以，感情可以，直戳我心,2018-08-04,4.5,增城,HwC322236413
12359,看到辗迟他们出来的时候，听到那熟悉的BGM ，真的太激动了,2018-08-04,5.0,化州,千与千寻7404
12389,今夏最好看的影片无疑了  为数不多的拍给大人看的动画电影,2018-08-04,5.0,青岛,xtF837033088
12449,还是不错的国产动画片…特效越来越好了！,2018-08-04,5.0,中山,Hardgs
12464,良心之作 不错,2018-08-04,5.0,南阳,JOc120769262
12479,各方面都还不错！还是有看点的。,2018-08-04,5.0,宁波,tmp248811546
12494,还算是不错的片里面有很多细节和梗会有一种回忆的感觉在里面，比如大鱼海棠大圣归来杯莫停还有捉妖记的影子。但是剧情没那么出彩希望若森在剧情上多下点功夫吧。也希望国漫越来越好,2018-08-04,4.0,常州,IeL259934517
12509,超好看  不仅画风好看  剧情也很到位  就是打斗部分少了些,2018-08-04,5.0,成都,brg152003705
12524,国漫翻身力作，看完的感觉堪比大圣归来。期待国漫多出点这种良心作品，挑毛病喷的真不知道怎么想的，就是因为这些人阻碍了国漫发展,2018-08-04,5.0,成都,Luk312757408
12539,特效不错，就是剧情一般,2018-08-04,3.5,广州,qzuser
12584,剧情有一些老套，中国风效果做的不错。,2018-08-04,4.0,长治,尘封的旋律
12599,很感人，好看,2018-08-04,5.0,普洱,杰生挚爱
12614,感动到了，笑点也多，感触颇多！,2018-08-04,5.0,宣城,OkB961211876
12674,这部电影很好看，展现了中国漫画的进步。让我惊讶。这比大鱼海棠还要好看。,2018-08-04,5.0,内江,沐子2258
12689,好看！很感人！！,2018-08-04,4.5,威海,王夫人www
12704,还挺好看的耶,2018-08-04,4.0,清远,WlN235053535
12719,很好，很感人，也很有趣,2018-08-04,4.5,河间市,佳3626
12734,非常感人，剧情出人意料，但有些地方似曾相识,2018-08-04,4.0,商城县,Vln446354507
12764,哭了哭了哭了,2018-08-04,5.0,长沙,nRE787198484
12779,"快乐风男太狠了
",2018-08-04,4.5,新密,MuQ516794032
12914,5分给后面一点点儿的激情个感动，什么玩意儿，从头尬到尾，你拍中国风动漫，加什么乱七八糟玩意儿进去，抖音段子都加进去了，厉害了啊喂，跟大圣比，啊呸，原谅我说脏话了。,2018-08-04,2.5,顺德,咸鸭蛋儿丨。
12929,我觉得还不错，虽然剧情可能有一些老套，但是这不能成为不好的理由，情节很连贯，能融入其中，画面感也不错，支持国漫，希望以后能越来越好。,2018-08-04,5.0,大竹,Buleike
12944,红了眼，戳了心,2018-08-04,4.5,滨州,UMB197990442
12959,"这是一部值得二刷并为之献出膝盖的国漫，它用快节奏的叙事风格、成熟的画风，以及人们耳熟能详的网红语言，证明了画江湖出品，必是良品。
尤其是片中男主角与父母的情感线安排，突破了以往中国传统武侠英雄都无父无母的孙悟空式出身。
片中的音乐也非常棒，尤其是祭祀那段rap，堪称经典。其他的曲子也很赞。
导演对影片进行的结构非常有趣，除了侠岚，其他人包括主角和反派，都是帅不过三秒。这种快节奏的剪辑风格，反而更能凸现导演对影片整体性的把握，
好片子，值得二刷三刷，请影院多给排片，我们期待看到更多这样优秀的国漫精品。",2018-08-04,4.5,昆明,阿修罗
12974,很不错，笑点和泪点，剧情的发展，看完之后还有唏嘘感慨就值得去看。,2018-08-04,4.5,烟台,陈翔宇235
13004,国产动画第一，没的说,2018-08-04,5.0,深圳,李林虎
13019,画面制作精良，故事深度还是不够！,2018-08-04,4.0,淄博,PBr796836173
13034,从小学五年级看的动漫一直到现在。战歌起的时候真是一身鸡皮疙瘩,2018-08-04,5.0,哈尔滨,离衍645
13049,国漫崛起希望吧，虽然剧情最后有点急，感觉更偏重致敬意味，不过真的不错,2018-08-04,5.0,天津,OfY791286118
13064,中国风，精美绝伦，有意境,2018-08-04,5.0,临汾,今天有小雨了
13079,画面和剧情都挺不错故事也挺感人不过结局不悲剧。这点非常喜欢。,2018-08-04,5.0,沈阳,睡到，自然醒
13094,真心不错，国漫崛起里程碑,2018-08-04,5.0,广州,拒绝原味
13109,好看，电影院看风语咒的满做了！！！,2018-08-04,4.0,银川,Dqk507273140
13124,很好看 ，精彩搞笑。也有戳中泪点的地方，画风很完美，喜欢建议去看,2018-08-04,5.0,昆明,Jer262817054
13139,非常好看.....,2018-08-04,5.0,南昌,王义明248
13154,好看，国产良心。,2018-08-04,5.0,郑州,zPL241762898
13169,是我今年看过最烂的电影。,2018-08-04,0.5,石门,张喵喵喵143727
13199,有笑点、有泪点、有内容👍,2018-08-04,5.0,鸡西,飞鸟墨鱼
13229,比真人演得更好，特效杠杠滴！,2018-08-04,5.0,京山,花般喵漫
13244,剧情有点简洁了，总体还是挺喜欢的，,2018-08-04,4.0,南京,bQe527277408
13259,为中国电影加油,2018-08-04,5.0,大连,oXx337368550
13274,支持国漫、好看、好看,2018-08-04,5.0,连云港,一初夏、
13289,很好看，特意穿了古装去看的，哈哈,2018-08-04,5.0,南京,CGv283170836
13304,你告诉我，反派都是那样大笑吗？能不能理智点,2018-08-04,2.5,西安,随风64353
13334,嗯，画风特别喜欢，而且感动,2018-08-04,4.5,济南,gJi677388566
