评论,日期,评分,城市,昵称
不愧是影帝的杰作,2018-07-21,4.5,北京,何飞
一般般。。。。。,2018-07-21,3.5,阜阳,wl13966808000
姜文我拜托你不要再拍电影了,2018-07-21,0.5,成都,关谷2012
我静静妹妹,2018-07-21,4.0,襄阳,w柏伍岑
期望过高带来的就是失望,2018-07-21,3.0,宜昌,J
真的是超级超级烂！超级超级！大家别看了！省点儿钱 干啥不好！！,2018-07-21,0.5,沈阳,evachen83
还行吧，就是没看明白，,2018-07-21,3.5,盘锦,pTL154643672
导演脑子坏掉了，浪费钱和别人的时间,2018-07-21,2.0,西安,王成857
看到最后没看出啥东西,2018-07-21,3.5,合肥,mYd988592335
故事很不错。,2018-07-21,4.0,昆明,Dwl710052596
为了商业妥协 反而不如一步之遥 ,2018-07-21,4.0,天津,大天使8196
还可以吧，可看,2018-07-21,4.0,大连,佳大业大
好好嗯今天天气冷总,2018-07-21,5.0,深圳,yuanyong114
还好 仅限于还好,2018-07-21,3.0,哈尔滨,sharpppp2
很好，值得推荐，小朋友看可能会有些害怕,2018-07-21,5.0,武汉,根本不知道起啥名
讽刺意味满满，总是能戳中我的笑点。就是演员语速太快了，也可能是我反应速度慢，有很多点还没来得及细细品味就过去了。哈哈哈没事儿的时候再来看看,2018-07-21,4.5,哈尔滨,无澜
又黄又暴力节奏还快 可以去看惊喜死你,2018-07-21,5.0,商丘,dJz737488664
不愧是影帝的杰作,2018-07-21,4.5,北京,何飞
一般般。。。。。,2018-07-21,3.5,阜阳,wl13966808000
姜文我拜托你不要再拍电影了,2018-07-21,0.5,成都,关谷2012
我静静妹妹,2018-07-21,4.0,襄阳,w柏伍岑
期望过高带来的就是失望,2018-07-21,3.0,宜昌,J
真的是超级超级烂！超级超级！大家别看了！省点儿钱 干啥不好！！,2018-07-21,0.5,沈阳,evachen83
故事很不错。,2018-07-21,4.0,昆明,Dwl710052596
为了商业妥协 反而不如一步之遥 ,2018-07-21,4.0,天津,大天使8196
还可以吧，可看,2018-07-21,4.0,大连,佳大业大
好好嗯今天天气冷总,2018-07-21,5.0,深圳,yuanyong114
还好 仅限于还好,2018-07-21,3.0,哈尔滨,sharpppp2
很好，值得推荐，小朋友看可能会有些害怕,2018-07-21,5.0,武汉,根本不知道起啥名
讽刺意味满满，总是能戳中我的笑点。就是演员语速太快了，也可能是我反应速度慢，有很多点还没来得及细细品味就过去了。哈哈哈没事儿的时候再来看看,2018-07-21,4.5,哈尔滨,无澜
又黄又暴力节奏还快 可以去看惊喜死你,2018-07-21,5.0,商丘,dJz737488664
不愧是影帝的杰作,2018-07-21,4.5,北京,何飞
一般般。。。。。,2018-07-21,3.5,阜阳,wl13966808000
姜文我拜托你不要再拍电影了,2018-07-21,0.5,成都,关谷2012
我静静妹妹,2018-07-21,4.0,襄阳,w柏伍岑
期望过高带来的就是失望,2018-07-21,3.0,宜昌,J
真的是超级超级烂！超级超级！大家别看了！省点儿钱 干啥不好！！,2018-07-21,0.5,沈阳,evachen83
还行吧，就是没看明白，,2018-07-21,3.5,盘锦,pTL154643672
故事很不错。,2018-07-21,4.0,昆明,Dwl710052596
为了商业妥协 反而不如一步之遥 ,2018-07-21,4.0,天津,大天使8196
还可以吧，可看,2018-07-21,4.0,大连,佳大业大
好好嗯今天天气冷总,2018-07-21,5.0,深圳,yuanyong114
还好 仅限于还好,2018-07-21,3.0,哈尔滨,sharpppp2
很好，值得推荐，小朋友看可能会有些害怕,2018-07-21,5.0,武汉,根本不知道起啥名
讽刺意味满满，总是能戳中我的笑点。就是演员语速太快了，也可能是我反应速度慢，有很多点还没来得及细细品味就过去了。哈哈哈没事儿的时候再来看看,2018-07-21,4.5,哈尔滨,无澜
又黄又暴力节奏还快 可以去看惊喜死你,2018-07-21,5.0,商丘,dJz737488664
不愧是影帝的杰作,2018-07-21,4.5,北京,何飞
一般般。。。。。,2018-07-21,3.5,阜阳,wl13966808000
姜文我拜托你不要再拍电影了,2018-07-21,0.5,成都,关谷2012
我静静妹妹,2018-07-21,4.0,襄阳,w柏伍岑
期望过高带来的就是失望,2018-07-21,3.0,宜昌,J
真的是超级超级烂！超级超级！大家别看了！省点儿钱 干啥不好！！,2018-07-21,0.5,沈阳,evachen83
还行吧，就是没看明白，,2018-07-21,3.5,盘锦,pTL154643672
故事很不错。,2018-07-21,4.0,昆明,Dwl710052596
为了商业妥协 反而不如一步之遥 ,2018-07-21,4.0,天津,大天使8196
还可以吧，可看,2018-07-21,4.0,大连,佳大业大
好好嗯今天天气冷总,2018-07-21,5.0,深圳,yuanyong114
还好 仅限于还好,2018-07-21,3.0,哈尔滨,sharpppp2
很好，值得推荐，小朋友看可能会有些害怕,2018-07-21,5.0,武汉,根本不知道起啥名
讽刺意味满满，总是能戳中我的笑点。就是演员语速太快了，也可能是我反应速度慢，有很多点还没来得及细细品味就过去了。哈哈哈没事儿的时候再来看看,2018-07-21,4.5,哈尔滨,无澜
又黄又暴力节奏还快 可以去看惊喜死你,2018-07-21,5.0,商丘,dJz737488664
不愧是影帝的杰作,2018-07-21,4.5,北京,何飞
一般般。。。。。,2018-07-21,3.5,阜阳,wl13966808000
姜文我拜托你不要再拍电影了,2018-07-21,0.5,成都,关谷2012
我静静妹妹,2018-07-21,4.0,襄阳,w柏伍岑
期望过高带来的就是失望,2018-07-21,3.0,宜昌,J
真的是超级超级烂！超级超级！大家别看了！省点儿钱 干啥不好！！,2018-07-21,0.5,沈阳,evachen83
还行吧，就是没看明白，,2018-07-21,3.5,盘锦,pTL154643672
为了商业妥协 反而不如一步之遥 ,2018-07-21,4.0,天津,大天使8196
还可以吧，可看,2018-07-21,4.0,大连,佳大业大
好好嗯今天天气冷总,2018-07-21,5.0,深圳,yuanyong114
还好 仅限于还好,2018-07-21,3.0,哈尔滨,sharpppp2
很好，值得推荐，小朋友看可能会有些害怕,2018-07-21,5.0,武汉,根本不知道起啥名
讽刺意味满满，总是能戳中我的笑点。就是演员语速太快了，也可能是我反应速度慢，有很多点还没来得及细细品味就过去了。哈哈哈没事儿的时候再来看看,2018-07-21,4.5,哈尔滨,无澜
又黄又暴力节奏还快 可以去看惊喜死你,2018-07-21,5.0,商丘,dJz737488664
不愧是影帝的杰作,2018-07-21,4.5,北京,何飞
一般般。。。。。,2018-07-21,3.5,阜阳,wl13966808000
姜文我拜托你不要再拍电影了,2018-07-21,0.5,成都,关谷2012
我静静妹妹,2018-07-21,4.0,襄阳,w柏伍岑
期望过高带来的就是失望,2018-07-21,3.0,宜昌,J
真的是超级超级烂！超级超级！大家别看了！省点儿钱 干啥不好！！,2018-07-21,0.5,沈阳,evachen83
还行吧，就是没看明白，,2018-07-21,3.5,盘锦,pTL154643672
导演脑子坏掉了，浪费钱和别人的时间,2018-07-21,2.0,西安,王成857
看到最后没看出啥东西,2018-07-21,3.5,合肥,mYd988592335
故事很不错。,2018-07-21,4.0,昆明,Dwl710052596
为了商业妥协 反而不如一步之遥 ,2018-07-21,4.0,天津,大天使8196
还可以吧，可看,2018-07-21,4.0,大连,佳大业大
好好嗯今天天气冷总,2018-07-21,5.0,深圳,yuanyong114
还好 仅限于还好,2018-07-21,3.0,哈尔滨,sharpppp2
很好，值得推荐，小朋友看可能会有些害怕,2018-07-21,5.0,武汉,根本不知道起啥名
讽刺意味满满，总是能戳中我的笑点。就是演员语速太快了，也可能是我反应速度慢，有很多点还没来得及细细品味就过去了。哈哈哈没事儿的时候再来看看,2018-07-21,4.5,哈尔滨,无澜
又黄又暴力节奏还快 可以去看惊喜死你,2018-07-21,5.0,商丘,dJz737488664
不愧是影帝的杰作,2018-07-21,4.5,北京,何飞
一般般。。。。。,2018-07-21,3.5,阜阳,wl13966808000
姜文我拜托你不要再拍电影了,2018-07-21,0.5,成都,关谷2012
我静静妹妹,2018-07-21,4.0,襄阳,w柏伍岑
期望过高带来的就是失望,2018-07-21,3.0,宜昌,J
真的是超级超级烂！超级超级！大家别看了！省点儿钱 干啥不好！！,2018-07-21,0.5,沈阳,evachen83
看到最后没看出啥东西,2018-07-21,3.5,合肥,mYd988592335
故事很不错。,2018-07-21,4.0,昆明,Dwl710052596
为了商业妥协 反而不如一步之遥 ,2018-07-21,4.0,天津,大天使8196
还可以吧，可看,2018-07-21,4.0,大连,佳大业大
好好嗯今天天气冷总,2018-07-21,5.0,深圳,yuanyong114
还好 仅限于还好,2018-07-21,3.0,哈尔滨,sharpppp2
很好，值得推荐，小朋友看可能会有些害怕,2018-07-21,5.0,武汉,根本不知道起啥名
讽刺意味满满，总是能戳中我的笑点。就是演员语速太快了，也可能是我反应速度慢，有很多点还没来得及细细品味就过去了。哈哈哈没事儿的时候再来看看,2018-07-21,4.5,哈尔滨,无澜
又黄又暴力节奏还快 可以去看惊喜死你,2018-07-21,5.0,商丘,dJz737488664
不愧是影帝的杰作,2018-07-21,4.5,北京,何飞
一般般。。。。。,2018-07-21,3.5,阜阳,wl13966808000
姜文我拜托你不要再拍电影了,2018-07-21,0.5,成都,关谷2012
我静静妹妹,2018-07-21,4.0,襄阳,w柏伍岑
期望过高带来的就是失望,2018-07-21,3.0,宜昌,J
真的是超级超级烂！超级超级！大家别看了！省点儿钱 干啥不好！！,2018-07-21,0.5,沈阳,evachen83
看到最后没看出啥东西,2018-07-21,3.5,合肥,mYd988592335
故事很不错。,2018-07-21,4.0,昆明,Dwl710052596
为了商业妥协 反而不如一步之遥 ,2018-07-21,4.0,天津,大天使8196
还可以吧，可看,2018-07-21,4.0,大连,佳大业大
好好嗯今天天气冷总,2018-07-21,5.0,深圳,yuanyong114
还好 仅限于还好,2018-07-21,3.0,哈尔滨,sharpppp2
很好，值得推荐，小朋友看可能会有些害怕,2018-07-21,5.0,武汉,根本不知道起啥名
讽刺意味满满，总是能戳中我的笑点。就是演员语速太快了，也可能是我反应速度慢，有很多点还没来得及细细品味就过去了。哈哈哈没事儿的时候再来看看,2018-07-21,4.5,哈尔滨,无澜
又黄又暴力节奏还快 可以去看惊喜死你,2018-07-21,5.0,商丘,dJz737488664
不愧是影帝的杰作,2018-07-21,4.5,北京,何飞
一般般。。。。。,2018-07-21,3.5,阜阳,wl13966808000
姜文我拜托你不要再拍电影了,2018-07-21,0.5,成都,关谷2012
我静静妹妹,2018-07-21,4.0,襄阳,w柏伍岑
期望过高带来的就是失望,2018-07-21,3.0,宜昌,J
真的是超级超级烂！超级超级！大家别看了！省点儿钱 干啥不好！！,2018-07-21,0.5,沈阳,evachen83
看到最后没看出啥东西,2018-07-21,3.5,合肥,mYd988592335
故事很不错。,2018-07-21,4.0,昆明,Dwl710052596
为了商业妥协 反而不如一步之遥 ,2018-07-21,4.0,天津,大天使8196
还可以吧，可看,2018-07-21,4.0,大连,佳大业大
好好嗯今天天气冷总,2018-07-21,5.0,深圳,yuanyong114
还好 仅限于还好,2018-07-21,3.0,哈尔滨,sharpppp2
很好，值得推荐，小朋友看可能会有些害怕,2018-07-21,5.0,武汉,根本不知道起啥名
讽刺意味满满，总是能戳中我的笑点。就是演员语速太快了，也可能是我反应速度慢，有很多点还没来得及细细品味就过去了。哈哈哈没事儿的时候再来看看,2018-07-21,4.5,哈尔滨,无澜
又黄又暴力节奏还快 可以去看惊喜死你,2018-07-21,5.0,商丘,dJz737488664
不愧是影帝的杰作,2018-07-21,4.5,北京,何飞
一般般。。。。。,2018-07-21,3.5,阜阳,wl13966808000
姜文我拜托你不要再拍电影了,2018-07-21,0.5,成都,关谷2012
我静静妹妹,2018-07-21,4.0,襄阳,w柏伍岑
期望过高带来的就是失望,2018-07-21,3.0,宜昌,J
真的是超级超级烂！超级超级！大家别看了！省点儿钱 干啥不好！！,2018-07-21,0.5,沈阳,evachen83
故事很不错。,2018-07-21,4.0,昆明,Dwl710052596
为了商业妥协 反而不如一步之遥 ,2018-07-21,4.0,天津,大天使8196
还可以吧，可看,2018-07-21,4.0,大连,佳大业大
好好嗯今天天气冷总,2018-07-21,5.0,深圳,yuanyong114
还好 仅限于还好,2018-07-21,3.0,哈尔滨,sharpppp2
很好，值得推荐，小朋友看可能会有些害怕,2018-07-21,5.0,武汉,根本不知道起啥名
讽刺意味满满，总是能戳中我的笑点。就是演员语速太快了，也可能是我反应速度慢，有很多点还没来得及细细品味就过去了。哈哈哈没事儿的时候再来看看,2018-07-21,4.5,哈尔滨,无澜
又黄又暴力节奏还快 可以去看惊喜死你,2018-07-21,5.0,商丘,dJz737488664
不愧是影帝的杰作,2018-07-21,4.5,北京,何飞
一般般。。。。。,2018-07-21,3.5,阜阳,wl13966808000
姜文我拜托你不要再拍电影了,2018-07-21,0.5,成都,关谷2012
我静静妹妹,2018-07-21,4.0,襄阳,w柏伍岑
期望过高带来的就是失望,2018-07-21,3.0,宜昌,J
真的是超级超级烂！超级超级！大家别看了！省点儿钱 干啥不好！！,2018-07-21,0.5,沈阳,evachen83
还行吧，就是没看明白，,2018-07-21,3.5,盘锦,pTL154643672
看到最后没看出啥东西,2018-07-21,3.5,合肥,mYd988592335
故事很不错。,2018-07-21,4.0,昆明,Dwl710052596
为了商业妥协 反而不如一步之遥 ,2018-07-21,4.0,天津,大天使8196
还可以吧，可看,2018-07-21,4.0,大连,佳大业大
好好嗯今天天气冷总,2018-07-21,5.0,深圳,yuanyong114
还好 仅限于还好,2018-07-21,3.0,哈尔滨,sharpppp2
很好，值得推荐，小朋友看可能会有些害怕,2018-07-21,5.0,武汉,根本不知道起啥名
讽刺意味满满，总是能戳中我的笑点。就是演员语速太快了，也可能是我反应速度慢，有很多点还没来得及细细品味就过去了。哈哈哈没事儿的时候再来看看,2018-07-21,4.5,哈尔滨,无澜
又黄又暴力节奏还快 可以去看惊喜死你,2018-07-21,5.0,商丘,dJz737488664
不愧是影帝的杰作,2018-07-21,4.5,北京,何飞
一般般。。。。。,2018-07-21,3.5,阜阳,wl13966808000
姜文我拜托你不要再拍电影了,2018-07-21,0.5,成都,关谷2012
我静静妹妹,2018-07-21,4.0,襄阳,w柏伍岑
期望过高带来的就是失望,2018-07-21,3.0,宜昌,J
真的是超级超级烂！超级超级！大家别看了！省点儿钱 干啥不好！！,2018-07-21,0.5,沈阳,evachen83
体现不出什么意义，没看明白想表达啥,2018-07-21,3.5,沈阳,燕子90584
看到最后没看出啥东西,2018-07-21,3.5,合肥,mYd988592335
故事很不错。,2018-07-21,4.0,昆明,Dwl710052596
为了商业妥协 反而不如一步之遥 ,2018-07-21,4.0,天津,大天使8196
还可以吧，可看,2018-07-21,4.0,大连,佳大业大
好好嗯今天天气冷总,2018-07-21,5.0,深圳,yuanyong114
还好 仅限于还好,2018-07-21,3.0,哈尔滨,sharpppp2
很好，值得推荐，小朋友看可能会有些害怕,2018-07-21,5.0,武汉,根本不知道起啥名
讽刺意味满满，总是能戳中我的笑点。就是演员语速太快了，也可能是我反应速度慢，有很多点还没来得及细细品味就过去了。哈哈哈没事儿的时候再来看看,2018-07-21,4.5,哈尔滨,无澜
又黄又暴力节奏还快 可以去看惊喜死你,2018-07-21,5.0,商丘,dJz737488664
不愧是影帝的杰作,2018-07-21,4.5,北京,何飞
一般般。。。。。,2018-07-21,3.5,阜阳,wl13966808000
姜文我拜托你不要再拍电影了,2018-07-21,0.5,成都,关谷2012
我静静妹妹,2018-07-21,4.0,襄阳,w柏伍岑
期望过高带来的就是失望,2018-07-21,3.0,宜昌,J
看到最后没看出啥东西,2018-07-21,3.5,合肥,mYd988592335
故事很不错。,2018-07-21,4.0,昆明,Dwl710052596
为了商业妥协 反而不如一步之遥 ,2018-07-21,4.0,天津,大天使8196
还可以吧，可看,2018-07-21,4.0,大连,佳大业大
好好嗯今天天气冷总,2018-07-21,5.0,深圳,yuanyong114
还好 仅限于还好,2018-07-21,3.0,哈尔滨,sharpppp2
很好，值得推荐，小朋友看可能会有些害怕,2018-07-21,5.0,武汉,根本不知道起啥名
讽刺意味满满，总是能戳中我的笑点。就是演员语速太快了，也可能是我反应速度慢，有很多点还没来得及细细品味就过去了。哈哈哈没事儿的时候再来看看,2018-07-21,4.5,哈尔滨,无澜
又黄又暴力节奏还快 可以去看惊喜死你,2018-07-21,5.0,商丘,dJz737488664
不愧是影帝的杰作,2018-07-21,4.5,北京,何飞
一般般。。。。。,2018-07-21,3.5,阜阳,wl13966808000
姜文我拜托你不要再拍电影了,2018-07-21,0.5,成都,关谷2012
我静静妹妹,2018-07-21,4.0,襄阳,w柏伍岑
期望过高带来的就是失望,2018-07-21,3.0,宜昌,J
真的是超级超级烂！超级超级！大家别看了！省点儿钱 干啥不好！！,2018-07-21,0.5,沈阳,evachen83
故事很不错。,2018-07-21,4.0,昆明,Dwl710052596
为了商业妥协 反而不如一步之遥 ,2018-07-21,4.0,天津,大天使8196
还可以吧，可看,2018-07-21,4.0,大连,佳大业大
好好嗯今天天气冷总,2018-07-21,5.0,深圳,yuanyong114
还好 仅限于还好,2018-07-21,3.0,哈尔滨,sharpppp2
很好，值得推荐，小朋友看可能会有些害怕,2018-07-21,5.0,武汉,根本不知道起啥名
讽刺意味满满，总是能戳中我的笑点。就是演员语速太快了，也可能是我反应速度慢，有很多点还没来得及细细品味就过去了。哈哈哈没事儿的时候再来看看,2018-07-21,4.5,哈尔滨,无澜
又黄又暴力节奏还快 可以去看惊喜死你,2018-07-21,5.0,商丘,dJz737488664
不愧是影帝的杰作,2018-07-21,4.5,北京,何飞
一般般。。。。。,2018-07-21,3.5,阜阳,wl13966808000
姜文我拜托你不要再拍电影了,2018-07-21,0.5,成都,关谷2012
我静静妹妹,2018-07-21,4.0,襄阳,w柏伍岑
期望过高带来的就是失望,2018-07-21,3.0,宜昌,J
真的是超级超级烂！超级超级！大家别看了！省点儿钱 干啥不好！！,2018-07-21,0.5,沈阳,evachen83
还行吧，就是没看明白，,2018-07-21,3.5,盘锦,pTL154643672
故事很不错。,2018-07-21,4.0,昆明,Dwl710052596
为了商业妥协 反而不如一步之遥 ,2018-07-21,4.0,天津,大天使8196
还可以吧，可看,2018-07-21,4.0,大连,佳大业大
好好嗯今天天气冷总,2018-07-21,5.0,深圳,yuanyong114
还好 仅限于还好,2018-07-21,3.0,哈尔滨,sharpppp2
很好，值得推荐，小朋友看可能会有些害怕,2018-07-21,5.0,武汉,根本不知道起啥名
讽刺意味满满，总是能戳中我的笑点。就是演员语速太快了，也可能是我反应速度慢，有很多点还没来得及细细品味就过去了。哈哈哈没事儿的时候再来看看,2018-07-21,4.5,哈尔滨,无澜
又黄又暴力节奏还快 可以去看惊喜死你,2018-07-21,5.0,商丘,dJz737488664
不愧是影帝的杰作,2018-07-21,4.5,北京,何飞
一般般。。。。。,2018-07-21,3.5,阜阳,wl13966808000
姜文我拜托你不要再拍电影了,2018-07-21,0.5,成都,关谷2012
我静静妹妹,2018-07-21,4.0,襄阳,w柏伍岑
期望过高带来的就是失望,2018-07-21,3.0,宜昌,J
真的是超级超级烂！超级超级！大家别看了！省点儿钱 干啥不好！！,2018-07-21,0.5,沈阳,evachen83
还行吧，就是没看明白，,2018-07-21,3.5,盘锦,pTL154643672
故事很不错。,2018-07-21,4.0,昆明,Dwl710052596
为了商业妥协 反而不如一步之遥 ,2018-07-21,4.0,天津,大天使8196
还可以吧，可看,2018-07-21,4.0,大连,佳大业大
好好嗯今天天气冷总,2018-07-21,5.0,深圳,yuanyong114
还好 仅限于还好,2018-07-21,3.0,哈尔滨,sharpppp2
很好，值得推荐，小朋友看可能会有些害怕,2018-07-21,5.0,武汉,根本不知道起啥名
讽刺意味满满，总是能戳中我的笑点。就是演员语速太快了，也可能是我反应速度慢，有很多点还没来得及细细品味就过去了。哈哈哈没事儿的时候再来看看,2018-07-21,4.5,哈尔滨,无澜
又黄又暴力节奏还快 可以去看惊喜死你,2018-07-21,5.0,商丘,dJz737488664
不愧是影帝的杰作,2018-07-21,4.5,北京,何飞
一般般。。。。。,2018-07-21,3.5,阜阳,wl13966808000
姜文我拜托你不要再拍电影了,2018-07-21,0.5,成都,关谷2012
我静静妹妹,2018-07-21,4.0,襄阳,w柏伍岑
期望过高带来的就是失望,2018-07-21,3.0,宜昌,J
真的是超级超级烂！超级超级！大家别看了！省点儿钱 干啥不好！！,2018-07-21,0.5,沈阳,evachen83
还行吧，就是没看明白，,2018-07-21,3.5,盘锦,pTL154643672
可能是我比较low，完全看不懂（＃－.－）,2018-07-21,2.5,景德镇,BSW151
体现不出什么意义，没看明白想表达啥,2018-07-21,3.5,沈阳,燕子90584
看到最后没看出啥东西,2018-07-21,3.5,合肥,mYd988592335
故事很不错。,2018-07-21,4.0,昆明,Dwl710052596
为了商业妥协 反而不如一步之遥 ,2018-07-21,4.0,天津,大天使8196
还可以吧，可看,2018-07-21,4.0,大连,佳大业大
好好嗯今天天气冷总,2018-07-21,5.0,深圳,yuanyong114
还好 仅限于还好,2018-07-21,3.0,哈尔滨,sharpppp2
很好，值得推荐，小朋友看可能会有些害怕,2018-07-21,5.0,武汉,根本不知道起啥名
讽刺意味满满，总是能戳中我的笑点。就是演员语速太快了，也可能是我反应速度慢，有很多点还没来得及细细品味就过去了。哈哈哈没事儿的时候再来看看,2018-07-21,4.5,哈尔滨,无澜
又黄又暴力节奏还快 可以去看惊喜死你,2018-07-21,5.0,商丘,dJz737488664
不愧是影帝的杰作,2018-07-21,4.5,北京,何飞
一般般。。。。。,2018-07-21,3.5,阜阳,wl13966808000
姜文我拜托你不要再拍电影了,2018-07-21,0.5,成都,关谷2012
我静静妹妹,2018-07-21,4.0,襄阳,w柏伍岑
可能是我比较low，完全看不懂（＃－.－）,2018-07-21,2.5,景德镇,BSW151
体现不出什么意义，没看明白想表达啥,2018-07-21,3.5,沈阳,燕子90584
看到最后没看出啥东西,2018-07-21,3.5,合肥,mYd988592335
故事很不错。,2018-07-21,4.0,昆明,Dwl710052596
为了商业妥协 反而不如一步之遥 ,2018-07-21,4.0,天津,大天使8196
还可以吧，可看,2018-07-21,4.0,大连,佳大业大
好好嗯今天天气冷总,2018-07-21,5.0,深圳,yuanyong114
还好 仅限于还好,2018-07-21,3.0,哈尔滨,sharpppp2
很好，值得推荐，小朋友看可能会有些害怕,2018-07-21,5.0,武汉,根本不知道起啥名
讽刺意味满满，总是能戳中我的笑点。就是演员语速太快了，也可能是我反应速度慢，有很多点还没来得及细细品味就过去了。哈哈哈没事儿的时候再来看看,2018-07-21,4.5,哈尔滨,无澜
又黄又暴力节奏还快 可以去看惊喜死你,2018-07-21,5.0,商丘,dJz737488664
不愧是影帝的杰作,2018-07-21,4.5,北京,何飞
一般般。。。。。,2018-07-21,3.5,阜阳,wl13966808000
姜文我拜托你不要再拍电影了,2018-07-21,0.5,成都,关谷2012
我静静妹妹,2018-07-21,4.0,襄阳,w柏伍岑
体现不出什么意义，没看明白想表达啥,2018-07-21,3.5,沈阳,燕子90584
看到最后没看出啥东西,2018-07-21,3.5,合肥,mYd988592335
故事很不错。,2018-07-21,4.0,昆明,Dwl710052596
为了商业妥协 反而不如一步之遥 ,2018-07-21,4.0,天津,大天使8196
还可以吧，可看,2018-07-21,4.0,大连,佳大业大
好好嗯今天天气冷总,2018-07-21,5.0,深圳,yuanyong114
还好 仅限于还好,2018-07-21,3.0,哈尔滨,sharpppp2
很好，值得推荐，小朋友看可能会有些害怕,2018-07-21,5.0,武汉,根本不知道起啥名
讽刺意味满满，总是能戳中我的笑点。就是演员语速太快了，也可能是我反应速度慢，有很多点还没来得及细细品味就过去了。哈哈哈没事儿的时候再来看看,2018-07-21,4.5,哈尔滨,无澜
又黄又暴力节奏还快 可以去看惊喜死你,2018-07-21,5.0,商丘,dJz737488664
不愧是影帝的杰作,2018-07-21,4.5,北京,何飞
一般般。。。。。,2018-07-21,3.5,阜阳,wl13966808000
姜文我拜托你不要再拍电影了,2018-07-21,0.5,成都,关谷2012
我静静妹妹,2018-07-21,4.0,襄阳,w柏伍岑
期望过高带来的就是失望,2018-07-21,3.0,宜昌,J
可能是我比较low，完全看不懂（＃－.－）,2018-07-21,2.5,景德镇,BSW151
体现不出什么意义，没看明白想表达啥,2018-07-21,3.5,沈阳,燕子90584
看到最后没看出啥东西,2018-07-21,3.5,合肥,mYd988592335
故事很不错。,2018-07-21,4.0,昆明,Dwl710052596
为了商业妥协 反而不如一步之遥 ,2018-07-21,4.0,天津,大天使8196
还可以吧，可看,2018-07-21,4.0,大连,佳大业大
好好嗯今天天气冷总,2018-07-21,5.0,深圳,yuanyong114
还好 仅限于还好,2018-07-21,3.0,哈尔滨,sharpppp2
很好，值得推荐，小朋友看可能会有些害怕,2018-07-21,5.0,武汉,根本不知道起啥名
讽刺意味满满，总是能戳中我的笑点。就是演员语速太快了，也可能是我反应速度慢，有很多点还没来得及细细品味就过去了。哈哈哈没事儿的时候再来看看,2018-07-21,4.5,哈尔滨,无澜
又黄又暴力节奏还快 可以去看惊喜死你,2018-07-21,5.0,商丘,dJz737488664
不愧是影帝的杰作,2018-07-21,4.5,北京,何飞
一般般。。。。。,2018-07-21,3.5,阜阳,wl13966808000
姜文我拜托你不要再拍电影了,2018-07-21,0.5,成都,关谷2012
我静静妹妹,2018-07-21,4.0,襄阳,w柏伍岑
可能是我比较low，完全看不懂（＃－.－）,2018-07-21,2.5,景德镇,BSW151
体现不出什么意义，没看明白想表达啥,2018-07-21,3.5,沈阳,燕子90584
看到最后没看出啥东西,2018-07-21,3.5,合肥,mYd988592335
故事很不错。,2018-07-21,4.0,昆明,Dwl710052596
为了商业妥协 反而不如一步之遥 ,2018-07-21,4.0,天津,大天使8196
还可以吧，可看,2018-07-21,4.0,大连,佳大业大
好好嗯今天天气冷总,2018-07-21,5.0,深圳,yuanyong114
还好 仅限于还好,2018-07-21,3.0,哈尔滨,sharpppp2
很好，值得推荐，小朋友看可能会有些害怕,2018-07-21,5.0,武汉,根本不知道起啥名
讽刺意味满满，总是能戳中我的笑点。就是演员语速太快了，也可能是我反应速度慢，有很多点还没来得及细细品味就过去了。哈哈哈没事儿的时候再来看看,2018-07-21,4.5,哈尔滨,无澜
又黄又暴力节奏还快 可以去看惊喜死你,2018-07-21,5.0,商丘,dJz737488664
不愧是影帝的杰作,2018-07-21,4.5,北京,何飞
一般般。。。。。,2018-07-21,3.5,阜阳,wl13966808000
姜文我拜托你不要再拍电影了,2018-07-21,0.5,成都,关谷2012
我静静妹妹,2018-07-21,4.0,襄阳,w柏伍岑
可能是我比较low，完全看不懂（＃－.－）,2018-07-21,2.5,景德镇,BSW151
体现不出什么意义，没看明白想表达啥,2018-07-21,3.5,沈阳,燕子90584
看到最后没看出啥东西,2018-07-21,3.5,合肥,mYd988592335
故事很不错。,2018-07-21,4.0,昆明,Dwl710052596
为了商业妥协 反而不如一步之遥 ,2018-07-21,4.0,天津,大天使8196
还可以吧，可看,2018-07-21,4.0,大连,佳大业大
好好嗯今天天气冷总,2018-07-21,5.0,深圳,yuanyong114
还好 仅限于还好,2018-07-21,3.0,哈尔滨,sharpppp2
很好，值得推荐，小朋友看可能会有些害怕,2018-07-21,5.0,武汉,根本不知道起啥名
讽刺意味满满，总是能戳中我的笑点。就是演员语速太快了，也可能是我反应速度慢，有很多点还没来得及细细品味就过去了。哈哈哈没事儿的时候再来看看,2018-07-21,4.5,哈尔滨,无澜
又黄又暴力节奏还快 可以去看惊喜死你,2018-07-21,5.0,商丘,dJz737488664
不愧是影帝的杰作,2018-07-21,4.5,北京,何飞
一般般。。。。。,2018-07-21,3.5,阜阳,wl13966808000
姜文我拜托你不要再拍电影了,2018-07-21,0.5,成都,关谷2012
我静静妹妹,2018-07-21,4.0,襄阳,w柏伍岑
体现不出什么意义，没看明白想表达啥,2018-07-21,3.5,沈阳,燕子90584
看到最后没看出啥东西,2018-07-21,3.5,合肥,mYd988592335
故事很不错。,2018-07-21,4.0,昆明,Dwl710052596
为了商业妥协 反而不如一步之遥 ,2018-07-21,4.0,天津,大天使8196
