公司全名,公司简称,公司规模,融资阶段,区域,职位名称,工作经验,学历要求,工资,职位福利,工作年限,经验,salary,月薪
深圳市紫川软件有限公司,紫川软件,500-2000人,不需要融资,南山区,PHP工程师,3-5年,大专,9k-12k,周末双休 五险一金 员工旅游,"['3', '5']",4.0,"['9', '12']",9.75
深圳市哎吖科技有限公司,哎吖科技,15-50人,天使轮,南山区,PHP工程师,1-3年,大专,8k-15k,"氛围轻松,环境好,下午茶,福利多多","['1', '3']",2.0,"['8', '15']",9.75
深圳市千米生活科技有限公司,深圳市千米生活科技有限公司,15-50人,未融资,南山区,PHP开发工程师,3-5年,不限,15k-18k,"福利待遇好,前景好","['3', '5']",4.0,"['15', '18']",15.75
深圳市亿乐谷科技有限公司,亿乐谷,150-500人,D轮及以上,宝安区,PHP开发工程师,3-5年,大专,10k-18k,"五险一金,员工旅游,带薪年假,电商行业","['3', '5']",4.0,"['10', '18']",12.0
深圳市国人在线信息技术有限公司,国人在线,150-500人,不需要融资,龙华新区,PHP开发工程师,3-5年,大专,8k-15k,"扁平管理,带薪年假,员工旅游,商业保险","['3', '5']",4.0,"['8', '15']",9.75
深圳市华阅文化传媒有限公司,华阅文化,150-500人,A轮,南山区,PHP开发工程师,1-3年,本科,12k-18k,"五险一金,奇虎360,大咖多,旅游","['1', '3']",2.0,"['12', '18']",13.5
广州市宝奕瀛新汽车有限责任公司,响响租车,50-150人,天使轮,南山区,PHP开发工程师,1-3年,大专,10k-20k,"福利多,团队好,有大牛","['1', '3']",2.0,"['10', '20']",12.5
深圳易可达科技有限公司,纵腾网络,500-2000人,上市公司,龙华新区,php,1-3年,大专,8k-15k,"发展前景好,薪酬福利好,工作环境好,领导好","['1', '3']",2.0,"['8', '15']",9.75
深圳市递四方信息科技有限公司,4PX,500-2000人,D轮及以上,宝安区,PHP开发工程师,3-5年,大专,10k-20k,阿里系 自主研发 团队氛围好 技术大咖多,"['3', '5']",4.0,"['10', '20']",12.5
深圳市农博创新科技有限公司,农博创新NBI,15-50人,A轮,南山区,PHP开发工程师,1-3年,本科,6k-12k,"发展空间大,绩效,年终奖","['1', '3']",2.0,"['6', '12']",7.5
上海海万信息科技股份有限公司,江苏亿科达,500-2000人,不需要融资,福田区,PHP开发工程师,3-5年,本科,10k-20k,"环境好,旅游,福利丰厚","['3', '5']",4.0,"['10', '20']",12.5
深圳天天看看信息技术有限公司,天天看看,150-500人,不需要融资,南山区,PHP工程师,3-5年,本科,12k-22k,"老大请吃饭,学习空间大,福利好","['3', '5']",4.0,"['12', '22']",14.5
深圳市华宇讯科技有限公司,卖座网,500-2000人,B轮,南山区,PHP工程师,3-5年,本科,15K-25K,福利待遇、发展前景,"['3', '5']",4.0,"['15', '25']",17.5
深圳优创信息科技有限公司,优创,15-50人,不需要融资,福田区,中级PHP工程师,3-5年,不限,10k-15k,"五险一金,绩效奖金,全勤奖,年终分红","['3', '5']",4.0,"['10', '15']",11.25
深圳市萌蛋互动网络有限公司,萌蛋互动,150-500人,不需要融资,南山区,PHP开发,1-3年,本科,13k-25k,高速发展期、大流量、高并发,"['1', '3']",2.0,"['13', '25']",16.0
深圳市英思奇信息咨询有限公司,英思奇,50-150人,未融资,宝安区,PHP开发工程师,3-5年,大专,15k-25k,"薪资待遇好,环境高大上","['3', '5']",4.0,"['15', '25']",17.5
深圳小鹅网络技术有限公司,小鹅（小鹅通）,50-150人,A轮,南山区,PHP,不限,本科,10k-20k,高薪，创业核心来自腾讯，获线下投资,[],0.0,"['10', '20']",12.5
深圳回收宝科技有限公司,回收宝,150-500人,B轮,南山区,PHP研发工程师,3-5年,本科,15k-25k,"腾讯系团队,大牛导师多,发展前景好,薪资待遇好","['3', '5']",4.0,"['15', '25']",17.5
深圳大川网络科技有限公司,大川,50-150人,不需要融资,南山区,PHP开发工程师,3-5年,大专,10k-20k,"包吃中晚餐,项目奖金,年终奖,团队活动","['3', '5']",4.0,"['10', '20']",12.5
深圳市天创进科技有限公司,HelloTalk,50-150人,A轮,南山区,PHP工程师,3-5年,本科,15k-25k,国际化团队，福利待遇好，项目前景佳,"['3', '5']",4.0,"['15', '25']",17.5
众安在线财产保险股份有限公司,众安保险,2000人以上,上市公司,南山区,PHP开发工程师,3-5年,不限,13k-25k,"上市公司,五险一金,福利好,成长快","['3', '5']",4.0,"['13', '25']",16.0
厦门千时科技有限公司,久趣英语,150-500人,B轮,南山区,PHP高级工程师,5-10年,本科,24k-48k,"扁平化管理,发展空间大,氛围良好,弹性工作制","['5', '10']",7.5,"['24', '48']",30.0
深圳市华阅文化传媒有限公司,华阅文化,150-500人,A轮,南山区,PHP开发,应届毕业生,本科,10k-15k,"五险一金,奇虎360,旅游,餐补",[],0.0,"['10', '15']",11.25
深圳市环球易购电子商务有限公司,环球易购,2000人以上,上市公司,南山区,PHP工程师,不限,大专,12k-22k,技术大牛团队 和一群牛逼的人做有意义的事,[],0.0,"['12', '22']",14.5
深圳市百利玛前海科技发展有限公司,百利玛前海科技,50-150人,未融资,罗湖区,PHP开发工程师,3-5年,大专,10k-15k,"五险一金,扁平管理,公司气氛好","['3', '5']",4.0,"['10', '15']",11.25
深圳市新华云帆科技有限公司,新华云帆,150-500人,B轮,南山区,PHP,3-5年,大专,10k-18k,"年终奖,弹性上班,节日福利,餐补","['3', '5']",4.0,"['10', '18']",12.0
深圳市佰仟金融服务有限公司,佰仟金融,2000人以上,不需要融资,福田区,PHP工程师,3-5年,本科,10k-15k,"消费金融,p2p,福利好,技术专研","['3', '5']",4.0,"['10', '15']",11.25
深圳市珍爱网信息技术有限公司,珍爱网,2000人以上,不需要融资,南山区,PHP开发工程师,1-3年,本科,10k-15k,技术氛围好；工作环境棒,"['1', '3']",2.0,"['10', '15']",11.25
深圳市万事富科技有限公司,找靓机网,150-500人,B轮,福田区,资深PHP,5-10年,大专,15k-20k,"平台大,发展前景,机会多","['5', '10']",7.5,"['15', '20']",16.25
深圳市猎芯科技有限公司,猎芯科技,50-150人,B轮,龙岗区,php开发工程师,1-3年,大专,10k-19k,"php,think,后端,MYSQL","['1', '3']",2.0,"['10', '19']",12.25
深圳市天英联合教育股份有限公司,天英教育,50-150人,上市公司,南山区,PHP,1-3年,本科,8k-15k,上市公司+美女云集+高颜值团队+福利无上限,"['1', '3']",2.0,"['8', '15']",9.75
深圳市易讯天空网络技术有限公司,500.com集团,150-500人,上市公司,南山区,PHP开发工程师,3-5年,本科,14k-26k,上市公司、福利优厚、免费班车、年终奖金,"['3', '5']",4.0,"['14', '26']",17.0
深圳优创信息科技有限公司,优创,15-50人,不需要融资,福田区,高级PHP工程师,5-10年,不限,15k-25k,"五险一金,双休,全勤奖,年终分红","['5', '10']",7.5,"['15', '25']",17.5
深圳市华云中盛科技有限公司,华云中盛,150-500人,不需要融资,南山区,php工程师,5-10年,大专,15k-25k,"能力提升,晋升顺畅,年度旅游,年终福利","['5', '10']",7.5,"['15', '25']",17.5
武汉佰钧成技术有限责任公司,武汉佰钧成技术有限公司,2000人以上,不需要融资,南山区,PHP开发工程师,3-5年,大专,10k-15k,"项目奖金,弹性工作,大平台","['3', '5']",4.0,"['10', '15']",11.25
深圳市联翘科技有限公司,联翘科技,150-500人,天使轮,南山区,PHP开发工程师,1-3年,大专,8k-10k,"带薪年假,青春活力,团建聚餐","['1', '3']",2.0,"['8', '10']",8.5
深圳搜豹网络有限公司,深圳搜豹网络有限公司,50-150人,天使轮,龙岗区,PHP开发工程师,1-3年,大专,10k-15k,"每半年涨薪一次,社保+双休+国家节假日+福利","['1', '3']",2.0,"['10', '15']",11.25
深圳凹客信息科技有限公司,凹客科技,150-500人,天使轮,宝安区,PHP开发工程师,3-5年,大专,10k-20k,"下午茶,晋升空间,绩效奖金,五险一金","['3', '5']",4.0,"['10', '20']",12.5
深圳智维网络有限公司,智维网络,50-150人,不需要融资,南山区,PHP开发工程师,1-3年,大专,6k-12k,"周末双休,购买社保,组织旅游,年终奖","['1', '3']",2.0,"['6', '12']",7.5
深圳市五谷网络科技有限公司,大丰收DFS168.com,150-500人,C轮,南山区,PHP,3-5年,本科,10k-20k,"薪资福利高,氛围好","['3', '5']",4.0,"['10', '20']",12.5
网宿科技股份有限公司北京分公司,网宿科技,2000人以上,上市公司,光明新区,php开发工程师-深圳-01168,3-5年,大专,10k-15k,提供住宿,"['3', '5']",4.0,"['10', '15']",11.25
深圳市盛开互联网金融顾问有限公司,盛开金融,15-50人,未融资,南山区,PHP工程师,1-3年,大专,10k-20k,五险一金，绩效奖金，周末双休，下午茶,"['1', '3']",2.0,"['10', '20']",12.5
众安在线财产保险股份有限公司,众安保险,2000人以上,上市公司,,深圳-PHP开发工程师,3-5年,本科,13k-25k,互联网独角兽公司，2~4个月年终奖,"['3', '5']",4.0,"['13', '25']",16.0
深圳朗安信息科技有限公司,朗安信息科技,50-150人,不需要融资,南山区,PHP开发工程师,3-5年,本科,10k-15k,"丰厚薪酬,丰厚福利,弹性工作,人性化管理","['3', '5']",4.0,"['10', '15']",11.25
深圳市华云中盛科技有限公司,华云中盛,150-500人,不需要融资,南山区,php开发工程师,3-5年,大专,10k-18k,"年度旅游,年终福利,年度体检,岗位提升","['3', '5']",4.0,"['10', '18']",12.0
深圳盈富斯科技有限公司,盈富斯,150-500人,C轮,南山区,高级PHP开发工程师,3-5年,本科,15k-25k,"平台大,氛围好,领导好","['3', '5']",4.0,"['15', '25']",17.5
深圳市英思奇信息咨询有限公司,英思奇,50-150人,未融资,宝安区,PHP,5-10年,大专,20k-40k,高于同行的薪资和良好的晋升空间,"['5', '10']",7.5,"['20', '40']",25.0
上海墨鹍数码科技有限公司,上海墨鹍,150-500人,不需要融资,南山区,php开发工程师,5-10年,本科,15k-25k,"平台好,领导好,大牛,项目好","['5', '10']",7.5,"['15', '25']",17.5
深圳市迅享科技有限公司,深圳市迅享科技有限公司,50-150人,天使轮,南山区,PHP高级开发工程师,3-5年,本科,15k-20k,"带薪年假,五险一金,节日福利","['3', '5']",4.0,"['15', '20']",16.25
拓维信息系统股份有限公司,拓维信息,2000人以上,上市公司,南山区,PHP工程师,5-10年,本科,15k-25k,"薪资高,福利好","['5', '10']",7.5,"['15', '25']",17.5
深圳市云宝聚合网络科技有限公司,云宝聚合,50-150人,不需要融资,南山区,PHP开发工程师,3-5年,本科,15k-25k,"舒适办公,晋升空间,逗比同事,扁平管理","['3', '5']",4.0,"['15', '25']",17.5
南方银谷科技有限公司,南方银谷,150-500人,D轮及以上,南山区,PHP开发工程师,3-5年,本科,13k-16k,团队氛围好,"['3', '5']",4.0,"['13', '16']",13.75
深圳华强聚丰电子科技有限公司,华强聚丰电子,150-500人,A轮,福田区,PHP开发工程师,3-5年,大专,13k-18k,"双休,带薪年假,五险一金","['3', '5']",4.0,"['13', '18']",14.25
深圳凯撒网络科技有限公司,凯撒文化,500-2000人,上市公司,南山区,PHP开发工程师,3-5年,本科,10k-20k,"上市公司,发展潜力大,领导好,公司氛围好","['3', '5']",4.0,"['10', '20']",12.5
深圳布谷鸟信息科技有限公司,布谷鸟科技,500-2000人,不需要融资,南山区,中级PHP工程师,3-5年,本科,13k-18k,"团队氛围好,晋升机会大","['3', '5']",4.0,"['13', '18']",14.25
深圳木成林科技有限公司,小雨伞,50-150人,B轮,南山区,PHP研发工程师,不限,本科,13k-25k,"季度团建,发展空间,弹性工作,氛围好",[],0.0,"['13', '25']",16.0
恒大地产集团珠三角房地产开发有限公司,恒大珠三角公司,2000人以上,上市公司,南山区,PHP开发,3-5年,本科,20k-40k,大平台 高手如云 物联网方向,"['3', '5']",4.0,"['20', '40']",25.0
深圳尚米网络技术有限公司,尚米网络,150-500人,不需要融资,宝安区,PHP开发工程师,不限,本科,8k-10k,"五险一金,环境优美,交通便利,福利好",[],0.0,"['8', '10']",8.5
深圳市编玩边学教育科技有限公司,编玩边学,50-150人,B轮,南山区,PHP开发工程师,1-3年,本科,10k-15k,"健身房,五险一金,带薪年假,周末双休","['1', '3']",2.0,"['10', '15']",11.25
深圳市联翘科技有限公司,联翘科技,150-500人,天使轮,南山区,初、中级PHP工程师,1-3年,大专,13k-18k,"团队氛围好,晋升机会大","['1', '3']",2.0,"['13', '18']",14.25
深圳市东方博雅科技有限公司,博雅互动,500-2000人,上市公司,南山区,高级PHP开发工程师,5-10年,本科,20k-30k,"上市公司,六险一金,免费班车,餐补","['5', '10']",7.5,"['20', '30']",22.5
深圳市保利物业管理集团有限公司,深圳市保利物业管理集团有限公司,2000人以上,不需要融资,,PHP开发,3-5年,本科,12k-15k,诚聘PHP,"['3', '5']",4.0,"['12', '15']",12.75
数睿科技（深圳）有限公司,数睿科技,150-500人,上市公司,福田区,高级PHP工程师,5-10年,大专,15k-19k,"上市公司,丰厚福利,高大上环境,扁平化管理","['5', '10']",7.5,"['15', '19']",16.0
深圳市乐唯科技开发有限公司,乐唯科技,50-150人,不需要融资,南山区,PHP中级开发工程师,1-3年,大专,8k-15k,"优越的环境,卓越的技术,丰厚的福利,活跃的气氛","['1', '3']",2.0,"['8', '15']",9.75
上海提捺信息科技有限公司,上海提捺信息科技有限公司,500-2000人,不需要融资,宝安区,PHP开发工程师,3-5年,大专,15k-25k,"带薪年假,餐房补贴,年终奖金,出国机会","['3', '5']",4.0,"['15', '25']",17.5
史蒂夫软件（深圳）有限公司,史蒂夫软件,150-500人,不需要融资,南山区,PHP软件工程师,1-3年,本科,8k-13k,"丰富的活动,培训课程多,大神牛人多,轻松的氛围","['1', '3']",2.0,"['8', '13']",9.25
深圳市智物科技有限公司,智物科技,15-50人,天使轮,宝安区,PHP开发工程师,1-3年,本科,7k-14k,"发展前景大,福利好,弹性工作","['1', '3']",2.0,"['7', '14']",8.75
深圳市农博创新科技有限公司,农博创新NBI,15-50人,A轮,南山区,高级PHP开发工程师,3-5年,本科,12k-22k,"发展空间大,平台好,绩效,年终奖","['3', '5']",4.0,"['12', '22']",14.5
深圳回收宝科技有限公司,回收宝,150-500人,B轮,南山区,PHP开发工程师,不限,本科,20k-40k,"腾讯系团队,大牛导师多,发展前景广,薪资待遇好",[],0.0,"['20', '40']",25.0
丹尼尔惠灵顿贸易（深圳）有限公司,丹尼尔惠灵顿,150-500人,不需要融资,南山区,高级PHP开发工程师,5-10年,本科,15k-25k,"外资企业,工作稳定,带薪年假,轻松氛围","['5', '10']",7.5,"['15', '25']",17.5
深圳市明源云客电子商务有限公司,明源云,2000人以上,上市公司,南山区,PHP开发工程师,3-5年,本科,12k-22k,"上市公司,平台大,发展快,福利多","['3', '5']",4.0,"['12', '22']",14.5
深圳市微聚科技有限公司,深圳市微聚科技有限公司,150-500人,不需要融资,南山区,PHP开发工程师,1-3年,大专,10k-20k,"五险一金,节日福利,周末双休,年终奖金","['1', '3']",2.0,"['10', '20']",12.5
深圳市海纳联达实业有限公司,消费者联盟,150-500人,A轮,宝安区,PHP工程师,3-5年,本科,8k-10k,"五险,股票期权,年终奖,包吃包住","['3', '5']",4.0,"['8', '10']",8.5
深圳回收宝科技有限公司,回收宝,150-500人,B轮,南山区,PHP高级开发工程师,3-5年,本科,15k-25k,"腾讯系团队,大牛导师多,发展前景广,薪资待遇好","['3', '5']",4.0,"['15', '25']",17.5
深圳市编玩边学教育科技有限公司,编玩边学,50-150人,B轮,南山区,PHP开发 急招,1-3年,本科,10k-15k,"五险一金,团建聚餐,健身房,带薪年假","['1', '3']",2.0,"['10', '15']",11.25
深圳淘乐网络科技有限公司,淘乐网络,150-500人,不需要融资,南山区,高级PHP工程师,3-5年,大专,15k-30k,"免费三餐,双休,年终奖,项目奖金","['3', '5']",4.0,"['15', '30']",18.75
深圳布谷鸟信息科技有限公司,布谷鸟科技,500-2000人,不需要融资,南山区,高级PHP工程师,3-5年,本科,20k-25k,"团队氛围好,晋升机会大","['3', '5']",4.0,"['20', '25']",21.25
深圳市猎芯科技有限公司,猎芯科技,50-150人,B轮,龙岗区,PHP高级技术工程师,3-5年,本科,10k-20k,发展空间大,"['3', '5']",4.0,"['10', '20']",12.5
深圳市合易网络技术有限公司,合易网络,150-500人,A轮,南山区,PHP程序员,3-5年,不限,10k-20k,"给你想要的,扁平管理","['3', '5']",4.0,"['10', '20']",12.5
华夏城视网络电视股份有限公司,CUTV,50-150人,天使轮,福田区,PHP开发工程师,1-3年,本科,19k-28k,"双休,朝九晚六,工作餐,年休假","['1', '3']",2.0,"['19', '28']",21.25
深圳市轻松到家科技股份有限公司,轻松到家,50-150人,B轮,南山区,PHP开发工程师,1-3年,大专,10k-13k,"LNMP,MySQL,Mongo,yii2","['1', '3']",2.0,"['10', '13']",10.75
深圳市高创易科技有限公司,高创易科技,15-50人,未融资,南山区,PHP工程师,3-5年,本科,10k-20k,"带薪年假,年底双薪,自由轻松,活动频繁","['3', '5']",4.0,"['10', '20']",12.5
数睿科技（深圳）有限公司,数睿科技,150-500人,上市公司,福田区,PHP开发工程师,1-3年,大专,10k-15k,"上市公司,福利丰厚,扁平化管理,轻松办公","['1', '3']",2.0,"['10', '15']",11.25
深圳市不要音乐文化有限公司,不要音乐,15-50人,B轮,南山区,PHP开发工程师,3-5年,大专,8k-16k,"弹性工作,良好氛围,优秀团队","['3', '5']",4.0,"['8', '16']",10.0
信迪网络资讯有限公司,信迪网络资讯有限公司,150-500人,不需要融资,福田区,PHP开发工程师,不限,不限,12k-15k,"周末双休,五险一金,每周下午茶,专属生日会",[],0.0,"['12', '15']",12.75
深圳市博奥特科技有限公司,博奥特科技,150-500人,未融资,南山区,PHP,3-5年,大专,12k-20k,"技术大牛,行业前景好","['3', '5']",4.0,"['12', '20']",14.0
深圳市英思奇信息咨询有限公司,英思奇,50-150人,未融资,宝安区,中高级PHP开发工程师,3-5年,本科,20k-35k,"包吃,包住,带薪假期,税后薪资","['3', '5']",4.0,"['20', '35']",23.75
深圳友宝科斯科技有限公司,友宝,500-2000人,上市公司,南山区,php开发软件工程师,1-3年,本科,8k-15k,"五险一金,周末双休,全勤奖,年终奖励","['1', '3']",2.0,"['8', '15']",9.75
深圳市讯极网络技术有限公司,讯极网络,15-50人,未融资,宝安区,PHP开发工程师,1-3年,本科,8k-16k,"具有挑战的工作,拥有快速发展的未来","['1', '3']",2.0,"['8', '16']",10.0
东莞市超级淘电子商务有限公司深圳分公司,超级淘,50-150人,天使轮,南山区,高级PHP开发工程师,3-5年,本科,15k-18k,"福利待遇好,前景好","['3', '5']",4.0,"['15', '18']",15.75
深圳市英思奇信息咨询有限公司,英思奇,50-150人,未融资,宝安区,PHP工程师,3-5年,不限,25k-50k,"薪资高,福利好,包吃住","['3', '5']",4.0,"['25', '50']",31.25
大地零一（深圳）科技有限公司,大地零一,50-150人,不需要融资,南山区,PHP开发工程师,3-5年,本科,15k-25k,"公司氛围好,不需要融资,年轻人很多","['3', '5']",4.0,"['15', '25']",17.5
深圳市博顺网络科技有限公司,博顺网络,15-50人,不需要融资,南山区,PHP工程师,3-5年,不限,16k-30k,"14薪以上,额外补贴,包食宿,带薪休假","['3', '5']",4.0,"['16', '30']",19.5
深圳鱼传科技有限公司,鱼传科技,15-50人,不需要融资,龙岗区,PHP开发工程师,1-3年,大专,9k-15k,"扁平化管理,大牛指导,五险一金,自由轻松","['1', '3']",2.0,"['9', '15']",10.5
深圳图谱人文科技有限公司,TAPOLE,15-50人,A轮,南山区,PHP 后端工程师,3-5年,大专,15k-20k,"PHP,后端,氛围好","['3', '5']",4.0,"['15', '20']",16.25
惠州市蓝库网络科技有限公司,蓝库,15-50人,不需要融资,坪山新区,PHP开发工程师,1-3年,本科,5k-10k,"做五休二,包吃包住,期权激励,发展空间大","['1', '3']",2.0,"['5', '10']",6.25
深圳市环球易购电子商务有限公司,环球易购,2000人以上,上市公司,南山区,资深PHP工程师/专家,5-10年,大专,20k-35k,A股上市公司，实力雄厚,"['5', '10']",7.5,"['20', '35']",23.75
上海斐讯数据通信技术有限公司,斐讯通信,2000人以上,未融资,南山区,PHP开发工程师,3-5年,本科,14k-18k,五险一金;周末双休;节日福利,"['3', '5']",4.0,"['14', '18']",15.0
深圳市伊起租科技有限公司,伊起租,50-150人,天使轮,福田区,PHP工程师,1-3年,大专,8k-10k,高薪急聘,"['1', '3']",2.0,"['8', '10']",8.5
青牛（北京）技术有限公司,青牛软件,500-2000人,不需要融资,南山区,PHP开发工程师,3-5年,本科,10k-18k,"高薪,双休","['3', '5']",4.0,"['10', '18']",12.0
深圳市中交出行科技有限公司,中交出行,50-150人,未融资,南山区,PHP工程师,3-5年,本科,9k-18k,"绩效奖金,项目奖金,加班零食,年度旅游","['3', '5']",4.0,"['9', '18']",11.25
深圳市越疆科技有限公司,越疆科技,150-500人,B轮,南山区,PHP开发工程师,3-5年,本科,8k-15k,"五险一金,平台好,带薪年假,补贴","['3', '5']",4.0,"['8', '15']",9.75
中大电子商务（深圳）有限公司,中大电子,50-150人,未融资,南山区,PHP开发工程师,5-10年,本科,15k-20k,"7.5小时,5天制,创业公司,股票期权","['5', '10']",7.5,"['15', '20']",16.25
上海淡红金融科技有限公司,快牛金科,500-2000人,B轮,南山区,高级PHP工程师,5-10年,本科,15k-30k,"六险一金,丰厚年终奖,扁平化管理,BAT大牛","['5', '10']",7.5,"['15', '30']",18.75
上海提捺信息科技有限公司,上海提捺信息科技有限公司,500-2000人,不需要融资,南山区,PHP开发工程师,3-5年,不限,20k-25k,"弹性工作,提供住宿","['3', '5']",4.0,"['20', '25']",21.25
深圳市彭珠贸易有限公司,彭珠贸易,500-2000人,不需要融资,福田区,PHP工程师,3-5年,大专,10k-18k,"海外机会,薪酬福利优,13薪,领导好","['3', '5']",4.0,"['10', '18']",12.0
深圳市思为软件技术有限公司,思为软件,150-500人,A轮,南山区,PHP开发工程师,3-5年,大专,10k-15k,"五险一金,年终奖,带薪年假,节日福利","['3', '5']",4.0,"['10', '15']",11.25
安徽立品网络科技有限公司,大金科技,150-500人,不需要融资,罗湖区,PHP工程师,3-5年,大专,13k-26k,"年终奖金,年假30天,提供食宿,机票报销","['3', '5']",4.0,"['13', '26']",16.25
深圳市博悦科创科技有限公司,博悦科创,500-2000人,不需要融资,南山区,PHP开发工程师,1-3年,大专,10k-16k,"前景好,福利好,五险一金","['1', '3']",2.0,"['10', '16']",11.5
深圳小黑板信息科技有限公司,小黑板科技,15-50人,天使轮,南山区,PHP开发工程师,1-3年,大专,7k-12k,"年底双薪,五险一金,团建活动,可以吸猫","['1', '3']",2.0,"['7', '12']",8.25
深圳市前海巨果教育科技有限公司,巨果教育科技,15-50人,不需要融资,宝安区,PHP开发工程师,3-5年,本科,8k-16k,"前景光明,赚钱多,移动端开发","['3', '5']",4.0,"['8', '16']",10.0
深圳市亚飞电子商务有限公司,亚飞电子,500-2000人,未融资,龙岗区,初级PHP工程师,1年以下,大专,5k-10k,"五险一金,年终奖,职位晋升,技能提升",['1'],1.0,"['5', '10']",6.25
深圳柚子街科技有限公司,柚子街,15-50人,A轮,南山区,PHP工程师,1-3年,大专,10k-16k,"业界前沿,环境宽松,业绩激励,弹性工作","['1', '3']",2.0,"['10', '16']",11.5
深圳宏智邦建工程技术有限公司,宏智邦建,15-50人,未融资,南山区,PHP开发工程师,3-5年,大专,8k-10k,PHP,"['3', '5']",4.0,"['8', '10']",8.5
深圳道一影业集团有限公司,道一影业,15-50人,未融资,福田区,php开发工程师,3-5年,本科,5K-6K,影视传媒，深圳市政府重点文化企业,"['3', '5']",4.0,"['5', '6']",5.25
深圳回收宝科技有限公司,回收宝,150-500人,B轮,南山区,PHP开发工程师,3-5年,本科,15k-30k,"大牛云集,领导奈斯,氛围轻松","['3', '5']",4.0,"['15', '30']",18.75
深圳传音控股股份有限公司,传音控股,2000人以上,不需要融资,南山区,PHP开发工程师,1-3年,大专,10k-15k,"领导大牛,扁平管理,餐饮补助,年度旅游","['1', '3']",2.0,"['10', '15']",11.25
深圳前海富盈金融服务有限公司,前海富盈金融,500-2000人,不需要融资,,php,3-5年,本科,15K-25K,薪资面谈,"['3', '5']",4.0,"['15', '25']",17.5
安徽立品网络科技有限公司,大金科技,150-500人,不需要融资,罗湖区,PHP工程师,3-5年,大专,12k-24k,"年终奖金,年假30天,提供食宿,机票报销","['3', '5']",4.0,"['12', '24']",15.0
上海提捺信息科技有限公司,上海提捺信息科技有限公司,500-2000人,不需要融资,宝安区,PHP开发工程师,3-5年,大专,15k-25k,"出国机会,带薪年假,餐房补贴,年终奖金","['3', '5']",4.0,"['15', '25']",17.5
丹尼尔惠灵顿贸易（深圳）有限公司,丹尼尔惠灵顿,150-500人,不需要融资,南山区,PHP Developer PHP开发工程师,1-3年,不限,8k-15k,"PHP,国际品牌,良好氛围,带薪年假","['1', '3']",2.0,"['8', '15']",9.75
深圳市咫尺网络科技开发有限公司,咫尺网络,150-500人,A轮,南山区,PHP工程师,1年以下,本科,8k-12k,"九点半上班,每天下午茶,双休,六险一金",['1'],1.0,"['8', '12']",9.0
深圳市博顺网络科技有限公司,博顺网络,15-50人,不需要融资,南山区,高级php开发工程师,3-5年,大专,15k-22k,"双休,餐补交通补,饮料水果,年终奖","['3', '5']",4.0,"['15', '22']",16.75
Appeon Software,Appeon,50-150人,未融资,南山区,PHP开发工程师,3-5年,大专,9k-16k,下午茶，年终奖，弹性工作时,"['3', '5']",4.0,"['9', '16']",10.75
深圳市驰骋网络技术有限公司,驰骋网络,15-50人,不需要融资,龙岗区,PHP程序员,1-3年,大专,5k-10k,"年度奖金,过节福利,项目分红","['1', '3']",2.0,"['5', '10']",6.25
深圳市前海果树互联网金融服务有限公司,果树财富,500-2000人,B轮,南山区,PHP开发工程师,1-3年,大专,10k-15k,"团队氛围好,地铁口办公","['1', '3']",2.0,"['10', '15']",11.25
深圳布谷鸟信息科技有限公司,布谷鸟科技,500-2000人,不需要融资,南山区,高级PHP开发工程师,5-10年,大专,15k-25k,"环境好,薪资待遇好,节日 福利","['5', '10']",7.5,"['15', '25']",17.5
深圳新链科技企业（有限合伙）,深圳新链科技企业（有限合伙）,50-150人,未融资,南山区,PHP研发工程师,3-5年,本科,15k-20k,"五险一金,下午茶,团队出游,技术大神","['3', '5']",4.0,"['15', '20']",16.25
茂业数智联合信息技术（深圳）有限公司,茂业数字,50-150人,未融资,罗湖区,PHP开发工程师,5-10年,大专,13k-25k,"五险一金,项目奖金,加班补助,弹性上班","['5', '10']",7.5,"['13', '25']",16.0
深圳星美联合通讯有限公司,星美集团,2000人以上,上市公司,福田区,PHP开发工程师,1-3年,大专,10k-15k,"大平台,上市公司,团队活跃","['1', '3']",2.0,"['10', '15']",11.25
深圳市阿普匠科技有限公司,阿普匠科技,少于15人,未融资,龙岗区,PHP开发,3-5年,大专,12K-15K,"环境好,奖金多,轻松惬意,机会多","['3', '5']",4.0,"['12', '15']",12.75
深圳市创果科技有限公司,创果科技,15-50人,未融资,福田区,PHP开发工程师,1-3年,大专,7k-10k,"新媒体,氛围好,环境棒","['1', '3']",2.0,"['7', '10']",7.75
深圳卷皮网络科技有限公司,卷皮,500-2000人,C轮,南山区,高级PHP开发工程师,5-10年,本科,18k-35k,"六险一金,带薪年假,浮动奖金,零食供应","['5', '10']",7.5,"['18', '35']",22.25
深圳声牙科技有限公司,声牙科技,50-150人,A轮,南山区,PHP开发工程师,1-3年,本科,10k-15k,"成长速度快,团队氛围好,产品前景好,福利多多","['1', '3']",2.0,"['10', '15']",11.25
深圳市网渡科技有限公司,网渡科技,15-50人,不需要融资,南山区,php开发工程师,3-5年,本科,10k-20k,五险一档，双休，聚餐,"['3', '5']",4.0,"['10', '20']",12.5
深圳市鑫远东虎信网络科技有限公司,鑫远东,50-150人,未融资,光明新区,PHP开发工程师,1-3年,本科,5k-8k,"带薪年假,五险一金,生日礼物,扁平管理","['1', '3']",2.0,"['5', '8']",5.75
